domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
2ndmaw.marines.mil,3402,5103,5103,1.5,0,3402
315aw.afrc.af.mil,3402,5103,3402,1.5,257.5229277,3402
349amw.afrc.af.mil,3402,3402,1701,1,0,3402
388fw.acc.af.mil,3402,3402,3402,1,0,3402
433aw.afrc.af.mil,3402,3402,3402,1,0,3402
53rdwing.af.mil,3402,3402,3402,1,0,3402
927arw.afrc.af.mil,3402,3402,3402,1,0,3402
aasis.omha.hhs.gov,3402,27218,3402,8.000587889,65.00587889,10207
aberdeen.armymwr.com,3402,3402,3402,1,137.0123457,1701
acpol.army.mil,3402,1701,3402,0.5,4.000293945,1701
afni.nimh.nih.gov,3402,3402,3402,1,59.00529101,1701
afsbirsttr.af.mil,3402,3402,1701,1,0,3402
agile.18f.gov,3402,5103,3402,1.5,0.5,3402
ak.ng.mil,3402,5103,3402,1.5,1.5,3402
alcoholtreatment.niaaa.nih.gov,3402,3402,3402,1,19.50176367,1701
alsa.mil,3402,3402,3402,1,0.5,3402
americanspaces.state.gov,3402,3402,3402,1,56.50499706,1701
analysistools.cancer.gov,3402,13609,3402,4.000293945,991.0884774,3402
aotus.blogs.archives.gov,3402,8506,5103,2.500293945,748.5667255,1701
aphill.armymwr.com,3402,5103,3402,1.5,17.00146972,3402
arcsos.arc.nasa.gov,3402,3402,1701,1,0,3402
ares.jsc.nasa.gov,3402,3402,3402,1,0,3402
arkansas.nationalguard.mil,3402,3402,3402,1,0,3402
armywcap.com,3402,3402,3402,1,0,3402
asafm.army.mil,3402,5103,3402,1.5,8.000587889,3402
aschq.army.mil,3402,3402,3402,1,0,3402
aspen.jpl.nasa.gov,3402,3402,3402,1,0,3402
astromaterials.jsc.nasa.gov,3402,3402,3402,1,0,3402
atf.usajobs.gov,3402,10207,1701,3.000293945,13.00117578,3402
authdev.nih.gov,3402,6805,3402,2.000293945,258.5229277,1701
autoauctionsb.fas.gsa.gov,3402,23816,3402,7.000587889,245.0217519,5103
ayudalocal.cuidadodesalud.gov,3402,3402,3402,1,0,3402
bi.usembassy.gov,3402,5103,3402,1.5,143.0126396,3402
biobeat.nigms.nih.gov,3402,3402,3402,1,0,3402
blueridge.jobcorps.gov,3402,3402,3402,1,0,3402
brooklyn.jobcorps.gov,3402,3402,3402,1,35.50323339,3402
brunssum.armymwr.com,3402,3402,3402,1,0,3402
bts.dot.gov,3402,5103,3402,1.5,102.0091123,3402
budapest.ilea.state.gov,3402,3402,3402,1,0,3402
cancercenters.cancer.gov,3402,3402,3402,1,0,3402
catalog.niams.nih.gov,3402,6805,3402,2.000293945,13.50117578,3402
catalog.ninds.nih.gov,3402,34023,1701,10.00088183,726.5646678,3402
cce-signin.gsfc.nasa.gov,3402,3402,1701,1,0,3402
cdf.gsfc.nasa.gov,3402,5103,3402,1.5,6.000587889,3402
cds.ahrq.gov,3402,6805,3402,2.000293945,5.000587889,3402
cdxnodengn.epa.gov,3402,113977,3402,33.50293945,597.553204,5103
centralalabama.va.gov,3402,15310,5103,4.500293945,45.50411523,3402
centraliowa.va.gov,3402,6805,3402,2.000293945,106.5094062,3402
cfs.gsfc.nasa.gov,3402,3402,3402,1,0,3402
channelislands.noaa.gov,3402,5103,3402,1.5,0.5,3402
chemview.epa.gov,3402,6805,5103,2.000293945,65.50587889,3402
chillicothe.va.gov,3402,6805,3402,2.000293945,532.0473251,1701
cida.usgs.gov,3402,3402,3402,1,0,3402
circulatingnow.nlm.nih.gov,3402,8506,5103,2.500293945,364.5326279,5103
cisa.ndu.edu,3402,5103,3402,1.5,34.00293945,3402
clinicaltables.nlm.nih.gov,3402,3402,3402,1,0,3402
clintonwhitehouse3.archives.gov,3402,6805,3402,2.000293945,0,3402
cmls.gsa.gov,3402,3402,3402,1,24.00205761,1701
cms.ferc.gov,3402,10207,5103,3.000293945,84.50764256,5103
code.gov,3402,6805,3402,2.000293945,0.5,3402
columbus.va.gov,3402,11908,5103,3.500293945,3.000293945,3402
communicating.training.nij.gov,3402,6805,1701,2.000293945,177.515873,3402
constitutionday.cpms.osd.mil,3402,3402,1701,1,151.5135215,3402
corrosion.ksc.nasa.gov,3402,6805,3402,2.000293945,0,3402
creativeforcesnrc.arts.gov,3402,5103,1701,1.5,13.00117578,3402
creech.af.mil,3402,11908,3402,3.500293945,1518.635509,3402
ctcms.nist.gov,3402,3402,1701,1,0,3402
ctsa.ncats.nih.gov,3402,5103,5103,1.5,20.00176367,3402
cttso.gov,3402,10207,3402,3.000293945,1,3402
curator.jsc.nasa.gov,3402,5103,5103,1.5,0,5103
cyber.army.mil,3402,3402,3402,1,0,3402
danville.va.gov,3402,8506,5103,2.500293945,0,5103
dash.nichd.nih.gov,3402,3402,3402,1,441.0393886,1701
data.nas.nasa.gov,3402,3402,3402,1,0,3402
datascience.cancer.gov,3402,3402,1701,1,249.0223398,3402
dayton.jobcorps.gov,3402,10207,1701,3.000293945,45.00411523,3402
dbgap.ncbi.nlm.nih.gov,3402,20414,1701,6.000587889,250.0223398,3402
dc3.mil,3402,8506,3402,2.500293945,327.5291005,3402
dctd.cancer.gov,3402,3402,3402,1,8.000587889,1701
denver.va.gov,3402,11908,3402,3.500293945,113.0099941,5103
developer.uspto.gov,3402,3402,3402,1,0,3402
dha.usajobs.gov,3402,10207,3402,3.000293945,67.50587889,3402
diabetespath2prevention.cdc.gov,3402,5103,3402,1.5,68.00617284,3402
diver.orr.noaa.gov,3402,13609,1701,4.000293945,99.50881834,1701
diversity.defense.gov,3402,3402,3402,1,0,3402
dodsoco.ogc.osd.mil,3402,5103,3402,1.5,282.0252792,3402
don.usajobs.gov,3402,3402,3402,1,0,3402
drumcorps.marines.mil,3402,6805,5103,2.000293945,0,3402
dsac.gov,3402,5103,3402,1.5,19.00176367,3402
dtp.cancer.gov,3402,8506,3402,2.500293945,57.00499706,5103
ea.oit.va.gov,3402,20414,3402,6.000587889,677.0602587,5103
ecos-beta.fws.gov,3402,6805,1701,2.000293945,314.5279248,3402
ecostress.jpl.nasa.gov,3402,15310,1701,4.500293945,215.5191064,1701
egp.nwcg.gov,3402,5103,1701,1.5,17.00146972,3402
eldercare.gov,3402,3402,3402,1,4.000293945,3402
elderjustice.acl.gov,3402,3402,3402,1,19.00176367,1701
elpaso.va.gov,3402,6805,3402,2.000293945,136.0120517,3402
encromerr.epa.gov,3402,44230,3402,13.00117578,2048.68254,1701
environmental.larc.nasa.gov,3402,8506,3402,2.500293945,16.00146972,3402
epa-visl.ornl.gov,3402,6805,1701,2.000293945,48.00440917,3402
era.nih.gov,3402,6805,1701,2.000293945,28.5026455,3402
eresources.nlm.nih.gov,3402,5103,1701,1.5,16.00146972,3402
escweb.wr.usgs.gov,3402,6805,1701,2.000293945,0,3402
eservices.archives.gov,3402,61241,13609,18.00146972,124.0111699,10207
esrl.noaa.gov,3402,3402,3402,1,0,3402
eyegene-stage.cit.nih.gov,3402,8506,1701,2.500293945,2.000293945,5103
faai.usajobs.gov,3402,6805,1701,2.000293945,88.50793651,3402
fdanj.nlm.nih.gov,3402,6805,3402,2.000293945,59.00529101,3402
fdic-search.app.cloud.gov,3402,54437,1701,16.00146972,617.5549677,3402
federalist-e3fba26d-2806-4f02-bf0e-89c97cfba93c.app.cloud.gov,3402,3402,1701,1,0,3402
federation.nih.gov,3402,3402,3402,1,0,3402
fehrm.gov,3402,6805,1701,2.000293945,864.5770135,3402
ffb.treasury.gov,3402,3402,3402,1,0,3402
fits.gsfc.nasa.gov,3402,5103,3402,1.5,18.50176367,3402
fl.water.usgs.gov,3402,5103,3402,1.5,100.0088183,3402
fleta.gov,3402,3402,3402,1,0,3402
frederick.cancer.gov,3402,59540,3402,17.50146972,474.042328,3402
fsitraining.state.gov,3402,47632,3402,14.00117578,556.0496767,1701
ftp-gte.larc.nasa.gov,3402,18713,3402,5.500587889,39.00352734,3402
fuji.marines.mil,3402,3402,1701,1,0,3402
games.noaa.gov,3402,5103,3402,1.5,97.0085244,3402
genealogy.uscis.dhs.gov,3402,22115,1701,6.500587889,179.515873,3402
genelab-data.ndc.nasa.gov,3402,3402,3402,1,0,3402
geraldrford.jobcorps.gov,3402,6805,3402,2.000293945,2.500293945,5103
grandforks.af.mil,3402,3402,3402,1,0,3402
hawaiihumpbackwhale.noaa.gov,3402,5103,3402,1.5,1,3402
healthyeating.nhlbi.nih.gov,3402,10207,3402,3.000293945,37.00323339,3402
hoover.blogs.archives.gov,3402,3402,3402,1,0,3402
hra.myhealth.va.gov,3402,13609,3402,4.000293945,212.0188125,0
hud.usajobs.gov,3402,3402,3402,1,0,3402
humanresearchroadmap.nasa.gov,3402,3402,3402,1,0,3402
iacc.hhs.gov,3402,3402,3402,1,0,3402
idmanagement.gov,3402,3402,3402,1,3.500293945,3402
inside.fsis.usda.gov,3402,5103,3402,1.5,127.5114638,3402
internal-trn2-elis2.uscis.dhs.gov,3402,3402,3402,1,0,3402
iono.jpl.nasa.gov,3402,3402,1701,1,0,3402
ioos.noaa.gov,3402,3402,3402,1,13.00117578,3402
ipassessment.uspto.gov,3402,3402,3402,1,0,3402
iprcenter.gov,3402,17012,3402,5.000587889,71.00646678,3402
isoo-overview.blogs.archives.gov,3402,5103,3402,1.5,10.00088183,3402
italy.armymwr.com,3402,8506,1701,2.500293945,36.00323339,3402
itcr.cancer.gov,3402,5103,3402,1.5,23.00205761,3402
jfsc.ndu.edu,3402,6805,3402,2.000293945,653.0582011,3402
jtfn.northcom.mil,3402,10207,1701,3.000293945,233.5208701,3402
jts.amedd.army.mil,3402,3402,3402,1,9.000881834,3402
kinetics.nist.gov,3402,11908,5103,3.500293945,49.00440917,3402
kirtland.tricare.mil,3402,6805,1701,2.000293945,10.50088183,3402
labs.usa.gov,3402,3402,3402,1,0,3402
landlook.usgs.gov,3402,11908,3402,3.500293945,155.5138154,1701
laughlin.af.mil,3402,3402,3402,1,0,3402
library.childwelfare.gov,3402,8506,1701,2.500293945,222.5196943,3402
library.noaa.gov,3402,3402,3402,1,5.000587889,3402
losangeles.tricare.mil,3402,1701,1701,0.5,0,1701
maine.va.gov,3402,13609,6805,4.000293945,14.50117578,6805
marforsouth.marines.mil,3402,5103,3402,1.5,7.000587889,3402
martinsburg.va.gov,3402,6805,5103,2.000293945,15.50146972,5103
mcaspendleton.marines.mil,3402,3402,3402,1,0,3402
mcbblaz.marines.mil,3402,10207,1701,3.000293945,132.0117578,3402
mccdc.marines.mil,3402,5103,3402,1.5,20.50176367,3402
mchb.tvisdata.hrsa.gov,3402,3402,3402,1,0,3402
mcsfr.marines.mil,3402,6805,3402,2.000293945,8.000587889,3402
mcst.gsfc.nasa.gov,3402,3402,1701,1,749.0667255,1701
medcom.usajobs.gov,3402,5103,1701,1.5,56.50499706,3402
mhv-syst.myhealth.va.gov,3402,61241,3402,18.00146972,100.0088183,3402
militarykidsconnect.health.mil,3402,10207,3402,3.000293945,67.50587889,3402
milwaukee.jobcorps.gov,3402,49333,5103,14.50117578,481.0429159,5103
modis-land.gsfc.nasa.gov,3402,11908,3402,3.500293945,132.0117578,5103
mountainhome.va.gov,3402,6805,6805,2.000293945,0,5103
mwrresourcecenter.com,3402,3402,3402,1,0,3402
myafn.dodlive.mil,3402,5103,3402,1.5,264.5235156,3402
myra.gov,3402,6805,3402,2.000293945,57.50499706,3402
naames.larc.nasa.gov,3402,5103,3402,1.5,2.500293945,3402
navalsafetycenter.navy.mil,3402,18713,3402,5.500587889,95.5085244,3402
ncif-future.ncifcrf.gov,3402,8506,1701,2.500293945,46.50411523,3402
ncit.nci.nih.gov,3402,25517,5103,7.500587889,226.0202822,5103
ncler.acl.gov,3402,6805,5103,2.000293945,0,5103
ncnr.nist.gov,3402,17012,1701,5.000587889,606.0540858,3402
nellis.tricare.mil,3402,11908,3402,3.500293945,216.5194004,3402
nems.nih.gov,3402,3402,3402,1,0,3402
nepp.nasa.gov,3402,3402,3402,1,0,3402
neurobiobank.nih.gov,3402,17012,3402,5.000587889,0,3402
newriver.marines.mil,3402,5103,3402,1.5,45.50411523,3402
nexis.gsfc.nasa.gov,3402,3402,3402,1,73.50646678,3402
niagara.afrc.af.mil,3402,10207,1701,3.000293945,215.5191064,3402
niem.gov,3402,3402,3402,1,0,3402
noaasis.noaa.gov,3402,3402,3402,1,0,3402
nosc.noaa.gov,3402,5103,1701,1.5,465.5414462,3402
nvinterviews.nlm.nih.gov,3402,3402,3402,1,7.000587889,3402
nwc.ndu.edu,3402,3402,3402,1,0,3402
nwd.acl.gov,3402,13609,3402,4.000293945,529.0470312,1701
nwdc.usff.navy.mil,3402,5103,3402,1.5,691.5617284,1701
ny.water.usgs.gov,3402,6805,3402,2.000293945,6.500587889,5103
oceandata.sci.gsfc.nasa.gov,3402,6805,3402,2.000293945,597.053204,3402
ocio.commerce.gov,3402,6805,6805,2.000293945,0,5103
ocrdata.ed.gov,3402,6805,1701,2.000293945,79.50705467,1701
ocsp.acf.hhs.gov,3402,15310,3402,4.500293945,64.00558495,3402
offutt.tricare.mil,3402,5103,3402,1.5,165.5146972,3402
oha.ed.gov,3402,13609,1701,4.000293945,22.00205761,5103
oig.nsf.gov,3402,5103,1701,1.5,6.000587889,3402
oiir.hq.nasa.gov,3402,3402,3402,1,0,3402
okinawa.tricare.mil,3402,13609,3402,4.000293945,221.5196943,3402
omniweb.gsfc.nasa.gov,3402,3402,3402,1,0,3402
opm.usajobs.gov,3402,5103,5103,1.5,0,5103
oui.doleta.gov,3402,5103,3402,1.5,180.516167,3402
paloalto.va.gov,3402,3402,3402,1,0,3402
parkinsons.va.gov,3402,5103,3402,1.5,744.5664315,3402
pdc.cancer.gov,3402,3402,3402,1,0,3402
pentagontours.osd.mil,3402,3402,3402,1,0,3402
peterson.tricare.mil,3402,3402,3402,1,0,3402
petitions.trumpwhitehouse.archives.gov,3402,8506,3402,2.500293945,29.5026455,3402
phoenix.jobcorps.gov,3402,5103,1701,1.5,531.5473251,3402
pic.gov,3402,3402,3402,1,0,3402
picatinny.armymwr.com,3402,3402,3402,1,0,3402
pinebluff.armymwr.com,3402,3402,3402,1,39.00352734,3402
pof.usace.army.mil,3402,3402,3402,1,0,3402
portal.nccs.nasa.gov,3402,8506,1701,2.500293945,379.5338036,0
preview.ncbi.nlm.nih.gov,3402,5103,5103,1.5,0,5103
progressreport.cancer.gov,3402,3402,3402,1,0,3402
prsinfo.clinicaltrials.gov,3402,5103,3402,1.5,434.0388007,0
public-sans.digital.gov,3402,3402,3402,1,5.500587889,3402
publicaccess.nih.gov,3402,6805,5103,2.000293945,13.50117578,1701
publications.usace.army.mil,3402,3402,3402,1,28.00235156,1701
qa.pay.gov,3402,23816,1701,7.000587889,82.00734862,3402
raymond-bliss.tricare.mil,3402,6805,3402,2.000293945,11.50088183,3402
rcrapublic.epa.gov,3402,42529,5103,12.50117578,39.50352734,3402
recovery.fema.gov,3402,23816,3402,7.000587889,61.00558495,3402
redrock.jobcorps.gov,3402,5103,1701,1.5,252.5226337,3402
register.training.nij.gov,3402,3402,1701,1,0,3402
regulations.atf.gov,3402,3402,3402,1,0,3402
rehab.va.gov,3402,3402,3402,1,17.50146972,3402
reportefraude.ftc.gov,3402,22115,3402,6.500587889,196.0173427,3402
researchmethodsresources.nih.gov,3402,8506,5103,2.500293945,9.000881834,5103
resilience.af.mil,3402,3402,3402,1,0,3402
restoreactscienceprogram.noaa.gov,3402,3402,3402,1,0,3402
robins.tricare.mil,3402,5103,1701,1.5,19.50176367,3402
rocis.gov,3402,3402,1701,1,0,3402
ruralhealth.va.gov,3402,15310,1701,4.500293945,867.0773075,1701
safesupportivelearning.ed.gov,3402,3402,3402,1,0,3402
satdat.ngdc.noaa.gov,3402,54437,3402,16.00146972,501.0446796,0
sbg.jpl.nasa.gov,3402,13609,3402,4.000293945,0,5103
scguard.ng.mil,3402,3402,3402,1,0,3402
science.jpl.nasa.gov,3402,5103,5103,1.5,0,3402
seaport.navy.mil,3402,3402,3402,1,0,3402
search.nccih.nih.gov,3402,3402,1701,1,0,3402
searchtest.cdc.gov,3402,6805,1701,2.000293945,491.5437978,3402
seaway.dot.gov,3402,5103,3402,1.5,18.00146972,3402
sftool.gov,3402,6805,3402,2.000293945,36.50323339,3402
shriver.jobcorps.gov,3402,6805,1701,2.000293945,93.00823045,5103
sigtarp.gov,3402,3402,3402,1,0,3402
sit-tsdr.etc.uspto.gov,3402,3402,3402,1,0,3402
sm.usmission.gov,3402,3402,3402,1,5.000587889,3402
soho.nascom.nasa.gov,3402,8506,1701,2.500293945,346.5308642,3402
space.commerce.gov,3402,6805,3402,2.000293945,160.0144033,3402
specsintact.ksc.nasa.gov,3402,6805,3402,2.000293945,35.00323339,3402
spin.niddk.nih.gov,3402,10207,3402,3.000293945,58.50529101,3402
spn.usace.army.mil,3402,3402,3402,1,17.00146972,3402
srag.jsc.nasa.gov,3402,27218,1701,8.000587889,113.0099941,0
srdrplus.ahrq.gov,3402,57839,3402,17.00146972,307.0273369,3402
ssc.spaceforce.mil,3402,3402,3402,1,0,3402
staging.code.gov,3402,3402,3402,1,0,3402
stem.nasa.gov,3402,10207,6805,3.000293945,0,6805
stereo-ssc.nascom.nasa.gov,3402,5103,3402,1.5,0,5103
surp.jpl.nasa.gov,3402,3402,1701,1,50.00440917,3402
swf.usace.army.mil,3402,6805,3402,2.000293945,71.50646678,3402
sy.usembassy.gov,3402,3402,1701,1,0,3402
teasi.uspto.gov,3402,3402,1701,1,0,3402
tf515.marines.mil,3402,3402,3402,1,0,3402
timegov.boulder.nist.gov,3402,5103,3402,1.5,300.526749,3402
tl.usembassy.gov,3402,8506,3402,2.500293945,420.037331,3402
tooele.armymwr.com,3402,3402,1701,1,0,3402
topeka.va.gov,3402,8506,5103,2.500293945,51.50470312,5103
torch.aetc.af.mil,3402,3402,3402,1,0,3402
trademark.af.mil,3402,3402,3402,1,0,3402
transition.fec.gov,3402,6805,3402,2.000293945,0,3402
trec.nist.gov,3402,5103,3402,1.5,9.500881834,3402
tsa.ed.gov,3402,3402,3402,1,0,3402
ttgp.navy.mil,3402,10207,3402,3.000293945,32.00293945,3402
tulsa.jobcorps.gov,3402,3402,1701,1,8.000587889,3402
uat.usajobs.gov,3402,11908,1701,3.500293945,5.000587889,3402
usaarl.army.mil,3402,5103,3402,1.5,1.5,3402
usace.usajobs.gov,3402,3402,3402,1,0,3402
usicecenter.gov,3402,3402,3402,1,0,3402
usoecd.usmission.gov,3402,3402,3402,1,51.50470312,1701
uspto.usajobs.gov,3402,5103,3402,1.5,17.00146972,5103
ussm.gsa.gov,3402,5103,3402,1.5,529.5473251,3402
vcss.ocfo.gsa.gov,3402,3402,1701,1,0,3402
visn6.va.gov,3402,3402,1701,1,8.000587889,3402
volkfield.ang.af.mil,3402,5103,3402,1.5,24.00205761,3402
vsac-dev.nlm.nih.gov,3402,5103,3402,1.5,3.000293945,3402
vspu.larc.nasa.gov,3402,10207,3402,3.000293945,1343.119636,3402
vwac.defense.gov,3402,3402,3402,1,0,3402
wainwright.armymwr.com,3402,3402,3402,1,0,3402
wallawalla.va.gov,3402,3402,3402,1,6.500587889,3402
watersgeo.epa.gov,3402,3402,3402,1,4.000293945,1701
wcms-wp-test.cdc.gov,3402,5103,1701,1.5,275.0243974,1701
web.acpt.research.gov,3402,3402,3402,1,0,3402
web.dev.research.gov,3402,5103,1701,1.5,50.50440917,3402
wfdss.usgs.gov,3402,3402,1701,1,47.50411523,3402
whitneymyoung.jobcorps.gov,3402,10207,1701,3.000293945,299.526749,1701
ws.usembassy.gov,3402,10207,3402,3.000293945,177.015873,3402
wv.ng.mil,3402,3402,3402,1,0,3402
www-air.larc.nasa.gov,3402,10207,3402,3.000293945,106.0094062,3402
www-robotics.jpl.nasa.gov,3402,3402,3402,1,0,3402
www7.fmcsa.dot.gov,3402,3402,3402,1,0,3402
wwwdev.vaccines.cdc.gov,3402,8506,1701,2.500293945,641.5573192,1701
zuni4.psb.bls.gov,3402,20414,3402,6.000587889,2.000293945,3402
105aw.ang.af.mil,1701,5103,1701,3,76.00705467,1701
106rqw.ang.af.mil,1701,1701,1701,1,0,1701
107attackwing.ang.af.mil,1701,1701,1701,1,0,1701
108thwing.ang.af.mil,1701,1701,1701,1,0,1701
10thmarines.marines.mil,1701,1701,1701,1,0,1701
116acw.ang.af.mil,1701,25517,1701,15.00117578,135.0117578,1701
120thairliftwing.ang.af.mil,1701,5103,1701,3,32.00293945,1701
122fw.ang.af.mil,1701,3402,1701,2,18.00176367,1701
123aw.ang.af.mil,1701,1701,1701,1,0,1701
125fw.ang.af.mil,1701,1701,1701,1,0,1701
127wg.ang.af.mil,1701,1701,1701,1,0,1701
129rqw.ang.af.mil,1701,1701,1701,1,0,1701
133aw.ang.af.mil,1701,1701,1701,1,0,1701
134arw.ang.af.mil,1701,8506,1701,5.000587889,839.074662,1701
13thmeu.marines.mil,1701,3402,3402,2,0,1701
147atkw.ang.af.mil,1701,1701,1701,1,0,1701
148fw.ang.af.mil,1701,8506,1701,5.000587889,1228.109347,1701
155arw.ang.af.mil,1701,1701,1701,1,0,1701
158fw.ang.af.mil,1701,1701,1701,1,0,1701
159fw.ang.af.mil,1701,6805,1701,4.000587889,149.0135215,1701
161arw.ang.af.mil,1701,1701,1701,1,0,1701
162wing.ang.af.mil,1701,8506,1701,5.000587889,509.0452675,1701
179aw.ang.af.mil,1701,13609,1701,8.000587889,158.0141093,1701
180fw.ang.af.mil,1701,11908,1701,7.000587889,235.021164,1701
183wg.ang.af.mil,1701,11908,1701,7.000587889,268.0241035,1701
187fw.ang.af.mil,1701,1701,1701,1,0,1701
189aw.ang.af.mil,1701,1701,1701,1,0,1701
24thmeu.marines.mil,1701,1701,1701,1,0,1701
2ndmarines.marines.mil,1701,22115,1701,13.00117578,175.015873,0
301fw.afrc.af.mil,1701,3402,1701,2,59.00529101,1701
302aw.afrc.af.mil,1701,1701,1701,1,0,1701
3rdmeb.marines.mil,1701,1701,1701,1,0,1701
442fw.afrc.af.mil,1701,1701,1701,1,0,1701
492sow.af.mil,1701,1701,1701,1,19.00176367,1701
4af.afrc.af.mil,1701,1701,1701,1,0,1701
507arw.afrc.af.mil,1701,1701,1701,1,0,1701
552acw.acc.af.mil,1701,1701,1701,1,22.00176367,1701
58000.nih.gov,1701,1701,1701,1,0,1701
618tacc.amc.af.mil,1701,1701,1701,1,0,1701
624rsg.afrc.af.mil,1701,1701,1701,1,0,1701
6thmarines.marines.mil,1701,1701,1701,1,0,1701
7af.pacaf.af.mil,1701,5103,1701,3,13.00117578,1701
8af.af.mil,1701,1701,1701,1,0,1701
916arw.afrc.af.mil,1701,1701,1701,1,0,1701
919sow.afrc.af.mil,1701,3402,3402,2,0,3402
926wing.afrc.af.mil,1701,3402,3402,2,0,3402
931arw.afrc.af.mil,1701,8506,1701,5.000587889,69.00587889,1701
9thmcd.marines.mil,1701,1701,1701,1,0,1701
aab.larc.nasa.gov,1701,3402,1701,2,7.000587889,1701
abclab.jpl.nasa.gov,1701,1701,1701,1,14.00117578,0
acd-pub.gsfc.nasa.gov,1701,1701,1701,1,0,1701
achh.army.mil,1701,1701,1701,1,0,1701
acq-map.od.nih.gov,1701,1701,1701,1,0,1701
acquisition-uat.gsa.gov,1701,1701,1701,1,0,1701
actuary.defense.gov,1701,1701,1701,1,0,1701
acwi.gov,1701,1701,1701,1,0,1701
admin-syst.myhealth.va.gov,1701,8506,1701,5.000587889,10.00117578,1701
adsorption.nist.gov,1701,10207,1701,6.000587889,78.00705467,1701
aero.larc.nasa.gov,1701,5103,1701,3,14.00117578,1701
afams.af.mil,1701,1701,1701,1,0,1701
afd.defense.gov,1701,1701,1701,1,0,1701
afgsc.af.mil,1701,8506,1701,5.000587889,48.00411523,1701
afinspectorgeneral.af.mil,1701,6805,3402,4.000587889,0,3402
afod.eur.army.mil,1701,3402,1701,2,12.00117578,1701
agclass.nal.usda.gov,1701,3402,1701,2,28.00235156,1701
agid.acl.gov,1701,3402,1701,2,211.0188125,1701
agricola.nal.usda.gov,1701,1701,1701,1,0,1701
ahead.hiv.gov,1701,3402,1701,2,75.00646678,1701
ai.jpl.nasa.gov,1701,1701,1701,1,0,1701
airforcebes.af.mil,1701,1701,1701,1,0,1701
airforcesmallbiz.af.mil,1701,1701,1701,1,0,1701
airs.jpl.nasa.gov,1701,1701,1701,1,0,1701
aka-poisonhelp.hrsa.gov,1701,1701,1701,1,0,1701
akastage2-ion-www.hhs.gov,1701,1701,1701,1,0,1701
alaska.usgs.gov,1701,1701,1701,1,0,1701
alpenacrtc.ang.af.mil,1701,1701,1701,1,0,1701
altus.tricare.mil,1701,1701,1701,1,0,1701
americansamoa.noaa.gov,1701,3402,1701,2,1,1701
amlc.army.mil,1701,1701,1701,1,26.00235156,1701
ampb.larc.nasa.gov,1701,1701,1701,1,0,1701
amputation.research.va.gov,1701,1701,1701,1,0,1701
api.abmc.gov,1701,1701,1701,1,0,1701
apps.nlm.nih.gov,1701,1701,1701,1,0,1701
apps.usgs.gov,1701,1701,1701,1,0,1701
aqs.epa.gov,1701,1701,1701,1,0,1701
aqua.nasa.gov,1701,3402,3402,2,46.00411523,3402
archive.ahrq.gov,1701,6805,1701,4.000587889,16.00117578,1701
archive.fisheries.noaa.gov,1701,1701,1701,1,355.031746,0
arecibo.jobcorps.gov,1701,1701,1701,1,0,1701
arnorth.army.mil,1701,6805,1701,4.000587889,77.00705467,1701
arri.osmre.gov,1701,1701,1701,1,0,1701
arrs.ahrq.gov,1701,10207,1701,6.000587889,29.00235156,1701
ask.gsa.gov,1701,1701,1701,1,0,1701
aspr.hhs.gov,1701,1701,1701,1,0,1701
asterweb.jpl.nasa.gov,1701,1701,1701,1,0,1701
at.npdb.hrsa.gov,1701,5103,1701,3,3,1701
atf-eregs-demo.app.cloud.gov,1701,11908,1701,7.000587889,16.00117578,3402
atlanta.jobcorps.gov,1701,6805,1701,4.000587889,0,3402
atmosphere-imager.gsfc.nasa.gov,1701,1701,1701,1,0,1701
atrain.gsfc.nasa.gov,1701,1701,1701,1,0,1701
atterburymuscatatuck.in.ng.mil,1701,1701,1701,1,0,1701
author-publish.cms.asd.census.gov,1701,15310,3402,9.000587889,231.0205761,3402
author.cms-web3.asd.census.gov,1701,5103,1701,3,31.00293945,1701
author.cms.asd.census.gov,1701,28920,1701,17.00176367,672.0599647,1701
aviation.marines.mil,1701,1701,1701,1,0,1701
aviationsystems.arc.nasa.gov,1701,3402,1701,2,16.00117578,1701
bamberg.jobcorps.gov,1701,1701,1701,1,8.000587889,1701
barksdale.tricare.mil,1701,1701,1701,1,0,1701
basemap.nationalmap.gov,1701,1701,1701,1,0,1701
battlecreek.va.gov,1701,1701,1701,1,0,1701
baumholder.armymwr.com,1701,1701,1701,1,0,1701
bcda.cms.gov,1701,1701,1701,1,0,1701
beaufort.marines.mil,1701,3402,3402,2,0,3402
beaufort.tricare.mil,1701,3402,1701,2,55.00470312,1701
beckley.va.gov,1701,1701,1701,1,0,1701
beta.ngs.noaa.gov,1701,3402,1701,2,313.0276308,1701
beta.sciencebase.gov,1701,1701,1701,1,0,1701
betobaccofree.hhs.gov,1701,1701,1701,1,0,1701
bioinformatics.niaid.nih.gov,1701,1701,1701,1,0,1701
bisti.nih.gov,1701,5103,1701,3,26.00235156,1701
blog.samhsa.gov,1701,1701,1701,1,0,1701
blog.usa.gov,1701,1701,1701,1,315.0282187,1701
blog.usaid.gov,1701,1701,1701,1,0,1701
blogs.bls.gov,1701,1701,1701,1,0,1701
blsa.nih.gov,1701,6805,1701,4.000587889,37.00352734,1701
blsdev.bls.gov,1701,1701,1701,1,0,1701
bondpro.gov,1701,6805,1701,4.000587889,49.00411523,1701
brand.18f.gov,1701,1701,1701,1,0,1701
